time,cpu,gc,size,used,classes,classes_shared,live,daemon
"18:54:32.033, 15 maj 2023","14,4","0,0","136 314 880","90 073 672","13 941","0","40","36"
"18:54:33.033, 15 maj 2023","15,6","0,0","136 314 880","86 019 000","13 941","0","40","36"
"18:54:34.034, 15 maj 2023","14,6","0,0","136 314 880","84 216 232","13 941","0","40","36"
"18:54:35.035, 15 maj 2023","14,1","0,0","136 314 880","107 561 816","13 941","0","40","36"
"18:54:36.035, 15 maj 2023","15,7","0,0","136 314 880","105 618 728","13 941","0","40","36"
"18:54:37.036, 15 maj 2023","14,3","0,0","136 314 880","93 368 184","13 941","0","40","36"
"18:54:38.036, 15 maj 2023","15,4","0,1","136 314 880","89 526 280","13 941","0","41","37"
"18:54:39.037, 15 maj 2023","14,6","0,0","136 314 880","87 647 704","13 941","0","41","37"
"18:54:40.037, 15 maj 2023","14,3","0,0","136 314 880","85 832 328","13 941","0","41","37"
"18:54:41.037, 15 maj 2023","15,3","0,0","136 314 880","86 054 800","13 941","0","41","37"
"18:54:42.039, 15 maj 2023","14,8","0,0","136 314 880","90 376 488","13 941","0","41","37"
"18:54:43.039, 15 maj 2023","15,6","0,0","136 314 880","86 466 344","13 941","0","40","36"
"18:54:44.041, 15 maj 2023","14,3","0,0","136 314 880","103 383 384","13 941","0","40","36"
"18:54:45.041, 15 maj 2023","14,3","0,0","136 314 880","95 210 056","13 941","0","40","36"
"18:54:46.043, 15 maj 2023","15,8","0,0","136 314 880","91 504 904","13 941","0","40","36"
"18:54:47.043, 15 maj 2023","13,9","0,0","136 314 880","93 710 320","13 941","0","40","36"
"18:54:48.045, 15 maj 2023","15,1","0,0","136 314 880","95 857 112","13 941","0","40","36"
"18:54:49.046, 15 maj 2023","14,2","0,0","136 314 880","96 263 424","13 941","0","40","36"
"18:54:50.046, 15 maj 2023","13,7","0,0","136 314 880","90 177 944","13 941","0","40","36"
"18:54:51.048, 15 maj 2023","15,3","0,0","136 314 880","88 328 984","13 941","0","40","36"
"18:54:52.048, 15 maj 2023","13,3","0,0","136 314 880","88 881 800","13 941","0","41","37"
"18:54:53.048, 15 maj 2023","17,8","0,3","136 314 880","91 032 872","13 941","0","41","37"
"18:54:54.049, 15 maj 2023","14,4","0,0","136 314 880","112 167 720","13 941","0","41","37"
"18:54:55.050, 15 maj 2023","14,5","0,0","136 314 880","110 340 392","13 941","0","41","37"
"18:54:56.052, 15 maj 2023","15,5","0,0","136 314 880","108 557 096","13 941","0","41","37"
"18:54:57.054, 15 maj 2023","14,4","0,0","136 314 880","106 788 136","13 941","0","41","37"
"18:54:58.054, 15 maj 2023","15,7","0,1","136 314 880","109 207 336","13 941","0","40","36"
"18:54:59.055, 15 maj 2023","14,2","0,0","136 314 880","90 682 008","13 941","0","40","36"
"18:55:00.055, 15 maj 2023","15,2","0,0","136 314 880","95 129 928","13 941","0","40","36"
"18:55:01.056, 15 maj 2023","15,3","0,0","136 314 880","99 669 368","13 941","0","40","36"
"18:55:02.057, 15 maj 2023","14,8","0,0","136 314 880","104 203 048","13 941","0","40","36"
"18:55:03.059, 15 maj 2023","15,4","0,0","136 314 880","108 698 920","13 941","0","40","36"
"18:55:04.059, 15 maj 2023","14,6","0,1","136 314 880","98 402 376","13 941","0","40","36"
"18:55:05.060, 15 maj 2023","14,6","0,0","136 314 880","109 210 640","13 941","0","40","36"
"18:55:06.061, 15 maj 2023","16,2","0,1","136 314 880","99 328 808","13 941","0","40","36"
"18:55:07.062, 15 maj 2023","14,3","0,0","136 314 880","107 792 016","13 941","0","40","36"
"18:55:08.063, 15 maj 2023","15,1","0,1","136 314 880","97 713 416","13 941","0","40","36"
"18:55:09.063, 15 maj 2023","14,3","0,0","136 314 880","106 307 328","13 941","0","40","36"
"18:55:10.064, 15 maj 2023","14,2","0,0","136 314 880","102 494 496","13 941","0","40","36"
"18:55:11.064, 15 maj 2023","15,6","0,1","136 314 880","100 765 664","13 941","0","40","36"
"18:55:12.065, 15 maj 2023","14,8","0,1","136 314 880","99 137 608","13 941","0","40","36"
"18:55:13.065, 15 maj 2023","15,8","0,1","136 314 880","97 416 328","13 941","0","40","36"
"18:55:14.066, 15 maj 2023","14,4","0,0","136 314 880","95 695 184","13 941","0","40","36"
"18:55:15.066, 15 maj 2023","15,1","0,1","136 314 880","100 209 896","13 941","0","40","36"
"18:55:16.068, 15 maj 2023","15,5","0,1","136 314 880","109 308 864","13 941","0","40","36"
"18:55:17.070, 15 maj 2023","15,2","0,1","136 314 880","99 201 024","13 941","0","40","36"
"18:55:18.070, 15 maj 2023","15,6","0,1","136 314 880","107 771 480","13 941","0","40","36"
"18:55:19.070, 15 maj 2023","15,0","0,1","136 314 880","97 671 592","13 941","0","40","36"
"18:55:20.070, 15 maj 2023","14,7","0,1","136 314 880","100 243 848","13 941","0","40","36"
"18:55:21.071, 15 maj 2023","16,0","0,1","136 314 880","100 672 072","13 941","0","40","36"
"18:55:22.071, 15 maj 2023","14,4","0,0","163 577 856","119 832 904","13 941","0","40","36"
"18:55:23.073, 15 maj 2023","14,8","0,0","163 577 856","111 641 888","13 941","0","40","36"
"18:55:24.074, 15 maj 2023","14,4","0,0","163 577 856","103 738 792","13 941","0","40","36"
"18:55:25.075, 15 maj 2023","13,8","0,0","163 577 856","99 775 912","13 941","0","40","36"
"18:55:26.075, 15 maj 2023","15,5","0,0","163 577 856","131 408 568","13 941","0","40","36"
"18:55:27.075, 15 maj 2023","14,7","0,0","163 577 856","131 804 896","13 941","0","40","36"
"18:55:28.075, 15 maj 2023","15,0","0,0","163 577 856","131 990 504","13 941","0","40","36"
"18:55:29.075, 15 maj 2023","14,0","0,0","163 577 856","132 100 776","13 941","0","40","36"
"18:55:30.075, 15 maj 2023","14,6","0,0","163 577 856","134 372 584","13 941","0","40","36"
"18:55:31.076, 15 maj 2023","15,2","0,0","163 577 856","103 331 544","13 941","0","40","36"
"18:55:32.078, 15 maj 2023","14,1","0,0","163 577 856","109 521 040","13 941","0","40","36"
"18:55:33.078, 15 maj 2023","15,7","0,0","163 577 856","116 168 552","13 941","0","40","36"
"18:55:34.079, 15 maj 2023","14,2","0,0","163 577 856","120 588 776","13 941","0","40","36"
"18:55:35.080, 15 maj 2023","14,4","0,0","163 577 856","126 895 864","13 941","0","40","36"
"18:55:36.080, 15 maj 2023","15,0","0,0","163 577 856","133 470 952","13 941","0","40","36"
"18:55:37.081, 15 maj 2023","14,7","0,0","163 577 856","104 458 392","13 941","0","40","36"
"18:55:38.081, 15 maj 2023","15,3","0,0","163 577 856","110 804 304","13 941","0","40","36"
"18:55:39.083, 15 maj 2023","14,2","0,0","163 577 856","117 492 744","13 941","0","40","36"
"18:55:40.084, 15 maj 2023","14,2","0,0","163 577 856","121 583 640","13 941","0","40","36"
"18:55:41.085, 15 maj 2023","14,9","0,0","163 577 856","125 964 440","13 941","0","40","36"
"18:55:42.086, 15 maj 2023","14,8","0,0","163 577 856","105 373 992","13 941","0","40","36"
"18:55:43.087, 15 maj 2023","15,3","0,0","163 577 856","115 865 496","13 941","0","40","36"
"18:55:44.089, 15 maj 2023","14,3","0,0","163 577 856","124 348 584","13 941","0","40","36"
"18:55:45.090, 15 maj 2023","14,4","0,0","163 577 856","103 702 288","13 941","0","40","36"
"18:55:46.090, 15 maj 2023","15,6","0,0","163 577 856","114 337 704","13 941","0","40","36"
"18:55:47.090, 15 maj 2023","14,3","0,0","163 577 856","120 904 816","13 941","0","40","36"
"18:55:48.091, 15 maj 2023","15,2","0,0","163 577 856","131 575 088","13 941","0","40","36"
"18:55:49.093, 15 maj 2023","14,4","0,0","163 577 856","110 838 184","13 941","0","40","36"
"18:55:50.094, 15 maj 2023","14,2","0,0","163 577 856","119 298 984","13 941","0","40","36"
"18:55:51.095, 15 maj 2023","15,7","0,0","163 577 856","130 066 984","13 941","0","40","36"
"18:55:52.098, 15 maj 2023","14,9","0,0","163 577 856","115 805 792","13 941","0","41","37"
"18:55:53.096, 15 maj 2023","17,7","0,1","163 577 856","128 561 192","13 941","0","41","37"
"18:55:54.096, 15 maj 2023","14,2","0,0","163 577 856","132 858 472","13 941","0","41","37"
"18:55:55.098, 15 maj 2023","14,3","0,0","163 577 856","110 087 096","13 941","0","41","37"
"18:55:56.098, 15 maj 2023","15,8","0,0","163 577 856","125 157 992","13 941","0","41","37"
"18:55:57.099, 15 maj 2023","14,5","0,0","163 577 856","108 740 648","13 941","0","41","37"
"18:55:58.100, 15 maj 2023","15,5","0,0","163 577 856","123 359 528","13 941","0","40","36"
"18:55:59.101, 15 maj 2023","14,5","0,0","163 577 856","132 082 952","13 941","0","40","36"
"18:56:00.101, 15 maj 2023","14,7","0,0","163 577 856","126 161 880","13 941","0","40","36"
"18:56:01.103, 15 maj 2023","15,8","0,0","163 577 856","118 090 520","13 941","0","40","36"
"18:56:02.103, 15 maj 2023","14,3","0,0","163 577 856","107 688 256","13 941","0","40","36"
"18:56:03.104, 15 maj 2023","15,6","0,0","163 577 856","126 851 352","13 941","0","40","36"
"18:56:04.104, 15 maj 2023","14,2","0,0","163 577 856","118 659 608","13 941","0","40","36"
"18:56:05.105, 15 maj 2023","14,6","0,0","163 577 856","108 647 048","13 941","0","40","36"
"18:56:06.106, 15 maj 2023","14,8","0,0","163 577 856","125 524 584","13 941","0","40","36"
"18:56:07.108, 15 maj 2023","15,0","0,0","163 577 856","117 233 448","13 941","0","40","36"
"18:56:08.109, 15 maj 2023","15,1","0,0","163 577 856","134 220 616","13 941","0","40","36"
"18:56:09.110, 15 maj 2023","14,3","0,0","163 577 856","124 131 304","13 941","0","40","36"
"18:56:10.111, 15 maj 2023","14,7","0,0","163 577 856","118 163 160","13 941","0","40","36"
"18:56:11.113, 15 maj 2023","15,0","0,0","163 577 856","116 272 152","13 941","0","40","36"
"18:56:12.113, 15 maj 2023","14,8","0,0","163 577 856","133 275 240","13 941","0","40","36"
"18:56:13.113, 15 maj 2023","15,0","0,0","163 577 856","127 194 064","13 941","0","40","36"
"18:56:14.114, 15 maj 2023","14,6","0,0","163 577 856","114 915 368","13 941","0","40","36"
"18:56:15.115, 15 maj 2023","14,3","0,0","163 577 856","113 003 120","13 941","0","40","36"
"18:56:16.115, 15 maj 2023","15,3","0,0","163 577 856","111 211 816","13 941","0","40","36"
"18:56:17.115, 15 maj 2023","14,4","0,0","163 577 856","128 119 608","13 941","0","40","36"
"18:56:18.117, 15 maj 2023","15,2","0,1","163 577 856","128 609 584","13 941","0","40","36"
"18:56:19.119, 15 maj 2023","14,3","0,0","163 577 856","122 398 496","13 941","0","40","36"
"18:56:20.120, 15 maj 2023","14,3","0,0","163 577 856","122 622 456","13 941","0","40","36"
"18:56:21.121, 15 maj 2023","15,3","0,0","163 577 856","116 626 136","13 941","0","40","36"
"18:56:22.121, 15 maj 2023","14,8","0,0","163 577 856","135 742 248","13 941","0","40","36"
"18:56:23.122, 15 maj 2023","15,2","0,0","163 577 856","127 838 088","13 941","0","40","36"
"18:56:24.123, 15 maj 2023","16,8","0,0","163 577 856","130 109 560","13 941","0","40","36"
"18:56:25.124, 15 maj 2023","16,4","0,1","163 577 856","115 793 152","13 941","0","40","36"
"18:56:26.125, 15 maj 2023","19,0","0,1","163 577 856","124 563 688","13 941","0","40","36"
"18:56:27.125, 15 maj 2023","15,5","0,0","163 577 856","124 787 376","13 941","0","40","36"
"18:56:28.126, 15 maj 2023","15,1","0,0","163 577 856","125 092 864","13 941","0","40","36"
"18:56:29.127, 15 maj 2023","14,7","0,0","163 577 856","123 309 408","13 941","0","40","36"
"18:56:30.129, 15 maj 2023","14,4","0,0","163 577 856","129 848 424","13 941","0","40","36"
"18:56:31.129, 15 maj 2023","15,4","0,1","163 577 856","132 467 160","13 941","0","40","36"
"18:56:32.129, 15 maj 2023","14,6","0,0","163 577 856","117 938 312","13 941","0","40","36"
"18:56:33.129, 15 maj 2023","15,1","0,0","163 577 856","124 530 904","13 941","0","40","36"
"18:56:34.130, 15 maj 2023","14,3","0,0","163 577 856","128 993 512","13 941","0","40","36"
"18:56:35.131, 15 maj 2023","14,3","0,0","163 577 856","131 478 624","13 941","0","40","36"
"18:56:36.131, 15 maj 2023","15,5","0,0","163 577 856","135 986 632","13 941","0","40","36"
"18:56:37.133, 15 maj 2023","15,3","0,1","163 577 856","127 996 240","13 941","0","40","36"
"18:56:38.133, 15 maj 2023","14,8","0,1","163 577 856","119 909 448","13 941","0","40","36"
"18:56:39.134, 15 maj 2023","14,7","0,0","163 577 856","130 801 768","13 941","0","40","36"
"18:56:40.135, 15 maj 2023","14,5","0,0","163 577 856","120 730 632","13 941","0","40","36"
"18:56:41.136, 15 maj 2023","14,8","0,0","163 577 856","127 370 856","13 941","0","40","36"
"18:56:42.137, 15 maj 2023","15,4","0,1","163 577 856","125 841 640","13 941","0","40","36"
"18:56:43.138, 15 maj 2023","15,2","0,1","163 577 856","123 913 304","13 941","0","40","36"
"18:56:44.138, 15 maj 2023","14,6","0,0","163 577 856","122 236 504","13 941","0","40","36"
"18:56:45.140, 15 maj 2023","13,9","0,0","163 577 856","137 211 200","13 941","0","40","36"
"18:56:46.142, 15 maj 2023","15,8","0,1","163 577 856","137 797 352","13 941","0","40","36"
"18:56:47.144, 15 maj 2023","15,0","0,1","163 577 856","121 384 160","13 941","0","40","36"
"18:56:48.144, 15 maj 2023","15,6","0,0","197 132 288","146 769 824","13 941","0","40","36"
