"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Total loaded","Shared loaded","Live","Daemon"
"00:33:41.305, 21 kwi 2023","5,0","0,0","350 224 384","217 932 200","10 189","0","32","22"
"00:33:51.306, 21 kwi 2023","5,0","0,0","350 224 384","235 522 472","10 189","0","34","24"
"00:34:01.308, 21 kwi 2023","5,1","0,0","350 224 384","261 009 912","10 189","0","34","24"
"00:34:11.309, 21 kwi 2023","5,0","0,0","350 224 384","276 103 992","10 189","0","34","24"
"00:34:21.309, 21 kwi 2023","5,0","0,0","350 224 384","295 101 920","10 189","0","33","23"
"00:34:31.310, 21 kwi 2023","5,0","0,0","350 224 384","156 867 464","10 189","0","33","23"
"00:34:41.310, 21 kwi 2023","5,0","0,0","350 224 384","186 336 744","10 189","0","34","24"
"00:34:51.311, 21 kwi 2023","4,9","0,0","350 224 384","201 058 064","10 189","0","34","24"
"00:35:01.313, 21 kwi 2023","4,9","0,0","350 224 384","198 899 840","10 189","0","34","24"
"00:35:11.314, 21 kwi 2023","4,9","0,0","350 224 384","209 562 280","10 189","0","34","24"
"00:35:21.315, 21 kwi 2023","5,0","0,0","350 224 384","221 999 776","10 189","0","34","24"
"00:35:31.316, 21 kwi 2023","5,3","0,0","350 224 384","238 806 624","10 189","0","34","24"
"00:35:41.317, 21 kwi 2023","4,9","0,0","350 224 384","243 209 488","10 189","0","32","22"
"00:35:51.318, 21 kwi 2023","5,0","0,0","350 224 384","247 395 352","10 189","0","32","22"
"00:36:01.318, 21 kwi 2023","5,0","0,0","350 224 384","262 131 400","10 189","0","32","22"
"00:36:11.318, 21 kwi 2023","5,0","0,0","350 224 384","276 638 288","10 189","0","32","22"
"00:36:21.319, 21 kwi 2023","5,0","0,0","350 224 384","289 308 968","10 189","0","32","22"
"00:36:31.319, 21 kwi 2023","5,0","0,0","350 224 384","300 303 864","10 189","0","35","25"
"00:36:41.320, 21 kwi 2023","5,0","0,0","350 224 384","147 388 984","10 189","0","35","25"
"00:36:51.320, 21 kwi 2023","5,0","0,0","350 224 384","162 036 616","10 189","0","35","25"
"00:37:01.322, 21 kwi 2023","5,0","0,0","350 224 384","176 649 408","10 189","0","33","23"
"00:37:11.323, 21 kwi 2023","4,9","0,0","350 224 384","179 513 608","10 189","0","35","25"
"00:37:21.323, 21 kwi 2023","5,0","0,0","350 224 384","197 098 936","10 189","0","35","25"
"00:37:31.323, 21 kwi 2023","5,0","0,0","350 224 384","218 069 400","10 189","0","35","25"
"00:37:41.324, 21 kwi 2023","5,0","0,0","350 224 384","236 810 024","10 189","0","32","22"
"00:37:51.324, 21 kwi 2023","5,0","0,0","350 224 384","263 819 720","10 189","0","32","22"
"00:38:01.324, 21 kwi 2023","5,0","0,0","350 224 384","289 221 576","10 189","0","32","22"
"00:38:11.326, 21 kwi 2023","5,0","0,0","350 224 384","151 195 128","10 189","0","34","24"
"00:38:21.326, 21 kwi 2023","5,1","0,0","350 224 384","173 996 000","10 189","0","38","28"
"00:38:31.327, 21 kwi 2023","4,9","0,0","350 224 384","187 416 960","10 189","0","38","28"
"00:38:41.328, 21 kwi 2023","4,9","0,0","350 224 384","193 904 632","10 189","0","38","28"
"00:38:51.328, 21 kwi 2023","4,9","0,0","350 224 384","206 453 944","10 189","0","33","23"
"00:39:01.328, 21 kwi 2023","5,0","0,0","350 224 384","239 993 416","10 189","0","33","23"
"00:39:11.329, 21 kwi 2023","4,9","0,0","350 224 384","262 822 000","10 189","0","33","23"
"00:39:21.330, 21 kwi 2023","5,0","0,0","350 224 384","288 209 144","10 189","0","33","23"
"00:39:31.332, 21 kwi 2023","5,0","0,0","350 224 384","162 245 112","10 189","0","32","22"
"00:39:41.333, 21 kwi 2023","4,9","0,0","350 224 384","177 047 728","10 189","0","32","22"
"00:39:51.334, 21 kwi 2023","5,0","0,0","350 224 384","193 928 696","10 189","0","32","22"
"00:40:01.336, 21 kwi 2023","5,0","0,0","350 224 384","214 670 776","10 189","0","32","22"
"00:40:11.338, 21 kwi 2023","5,0","0,0","350 224 384","247 565 800","10 189","0","36","26"
"00:40:21.339, 21 kwi 2023","4,9","0,0","350 224 384","275 618 488","10 189","0","36","26"
"00:40:31.339, 21 kwi 2023","5,0","0,0","350 224 384","156 630 968","10 189","0","36","26"
"00:40:41.339, 21 kwi 2023","5,0","0,0","350 224 384","189 860 384","10 189","0","32","22"
"00:40:51.340, 21 kwi 2023","5,0","0,0","350 224 384","230 368 480","10 189","0","34","24"
"00:41:01.340, 21 kwi 2023","5,0","0,0","350 224 384","264 056 216","10 189","0","34","24"
"00:41:11.341, 21 kwi 2023","5,1","0,0","350 224 384","151 108 600","10 189","0","34","24"
"00:41:21.343, 21 kwi 2023","4,9","0,0","350 224 384","182 631 704","10 189","0","32","22"
"00:41:31.344, 21 kwi 2023","5,0","0,0","350 224 384","214 047 120","10 189","0","32","22"
"00:41:41.344, 21 kwi 2023","4,9","0,0","350 224 384","232 818 808","10 189","0","32","22"
"00:41:51.345, 21 kwi 2023","5,2","0,0","350 224 384","272 406 808","10 189","0","40","30"
"00:42:01.346, 21 kwi 2023","5,0","0,0","350 224 384","168 271 352","10 189","0","40","30"
"00:42:11.347, 21 kwi 2023","5,2","0,0","350 224 384","223 469 000","10 189","0","57","47"
"00:42:21.347, 21 kwi 2023","5,0","0,0","350 224 384","269 168 264","10 189","0","57","47"
"00:42:31.348, 21 kwi 2023","5,1","0,0","350 224 384","194 487 288","10 189","0","57","47"
"00:42:41.349, 21 kwi 2023","5,0","0,0","350 224 384","258 535 128","10 189","0","42","32"
"00:42:51.350, 21 kwi 2023","5,0","0,0","350 224 384","178 413 048","10 189","0","42","32"
"00:43:01.350, 21 kwi 2023","5,0","0,0","350 224 384","249 300 984","10 189","0","33","23"
"00:43:11.351, 21 kwi 2023","4,9","0,0","350 224 384","297 323 640","10 189","0","33","23"
"00:43:21.351, 21 kwi 2023","5,0","0,0","350 224 384","213 280 696","10 189","0","32","22"
"00:43:31.352, 21 kwi 2023","5,0","0,0","350 224 384","272 648 120","10 189","0","33","23"
"00:43:41.352, 21 kwi 2023","5,1","0,0","350 224 384","180 388 696","10 189","0","33","23"
"00:43:51.352, 21 kwi 2023","5,0","0,0","350 224 384","223 514 112","10 189","0","37","27"
"00:44:01.353, 21 kwi 2023","5,1","0,0","350 224 384","278 432 992","10 189","0","37","27"
"00:44:11.353, 21 kwi 2023","5,0","0,0","350 224 384","197 058 728","10 189","0","37","27"
"00:44:21.353, 21 kwi 2023","5,0","0,0","350 224 384","253 944 424","10 189","0","34","24"
"00:44:31.354, 21 kwi 2023","5,0","0,0","350 224 384","163 782 008","10 189","0","33","23"
"00:44:41.356, 21 kwi 2023","4,9","0,0","350 224 384","220 400 456","10 189","0","33","23"
"00:44:51.357, 21 kwi 2023","5,0","0,0","350 224 384","276 793 896","10 189","0","33","23"
"00:45:01.359, 21 kwi 2023","5,0","0,0","350 224 384","178 431 672","10 189","0","34","24"
"00:45:11.359, 21 kwi 2023","5,0","0,0","350 224 384","225 330 224","10 189","0","34","24"
"00:45:21.361, 21 kwi 2023","4,9","0,0","350 224 384","282 218 680","10 189","0","34","24"
"00:45:31.362, 21 kwi 2023","4,9","0,0","350 224 384","200 497 656","10 189","0","33","23"
"00:45:41.362, 21 kwi 2023","5,1","0,0","350 224 384","272 042 568","10 189","0","32","22"
"00:45:51.363, 21 kwi 2023","5,0","0,0","350 224 384","192 544 504","10 189","0","32","22"
"00:46:01.363, 21 kwi 2023","5,0","0,0","350 224 384","247 092 168","10 189","0","33","23"
"00:46:11.364, 21 kwi 2023","5,8","0,0","350 224 384","177 070 240","10 189","0","37","27"
"00:46:21.365, 21 kwi 2023","5,2","0,0","350 224 384","230 278 288","10 189","0","37","27"
"00:46:31.366, 21 kwi 2023","5,0","0,0","350 224 384","295 408 560","10 189","0","37","27"
"00:46:41.366, 21 kwi 2023","5,0","0,0","350 224 384","218 133 768","10 189","0","33","23"
"00:46:51.368, 21 kwi 2023","5,0","0,0","350 224 384","291 438 976","10 189","0","32","22"
"00:47:01.369, 21 kwi 2023","5,0","0,0","350 224 384","218 090 320","10 189","0","32","22"
"00:47:11.369, 21 kwi 2023","5,0","0,0","350 224 384","279 182 264","10 189","0","33","23"
"00:47:21.370, 21 kwi 2023","5,0","0,0","350 224 384","193 415 464","10 189","0","33","23"
"00:47:31.371, 21 kwi 2023","4,9","0,0","350 224 384","256 423 552","10 189","0","33","23"
"00:47:41.372, 21 kwi 2023","5,0","0,0","350 224 384","185 246 040","10 189","0","32","22"
"00:47:51.373, 21 kwi 2023","5,0","0,0","350 224 384","237 838 472","10 189","0","33","23"
"00:48:01.373, 21 kwi 2023","4,9","0,0","350 224 384","288 799 736","10 189","0","35","25"
"00:48:11.374, 21 kwi 2023","5,0","0,0","350 224 384","207 452 952","10 189","0","35","25"
"00:48:21.374, 21 kwi 2023","5,0","0,0","350 224 384","264 111 888","10 189","0","35","25"
"00:48:31.376, 21 kwi 2023","5,1","0,0","350 224 384","197 173 128","10 189","0","37","27"
"00:48:41.377, 21 kwi 2023","4,9","0,0","350 224 384","260 327 072","10 189","0","37","27"
"00:48:51.378, 21 kwi 2023","5,0","0,0","350 224 384","195 186 464","10 189","0","37","27"
"00:49:01.379, 21 kwi 2023","5,0","0,0","350 224 384","262 412 536","10 189","0","33","23"
"00:49:11.379, 21 kwi 2023","5,0","0,0","350 224 384","180 545 616","10 189","0","33","23"
"00:49:21.379, 21 kwi 2023","4,9","0,0","350 224 384","234 839 688","10 189","0","33","23"
"00:49:31.379, 21 kwi 2023","4,9","0,0","350 224 384","291 525 832","10 189","0","32","22"
"00:49:41.379, 21 kwi 2023","5,0","0,0","350 224 384","218 308 536","10 189","0","33","23"
"00:49:51.381, 21 kwi 2023","5,0","0,0","350 224 384","281 253 464","10 189","0","33","23"
"00:50:01.381, 21 kwi 2023","4,9","0,0","350 224 384","205 834 360","10 189","0","33","23"
"00:50:11.381, 21 kwi 2023","4,9","0,0","350 224 384","266 689 016","10 189","0","32","22"
"00:50:21.382, 21 kwi 2023","5,0","0,0","350 224 384","197 424 200","10 189","0","32","22"
"00:50:31.384, 21 kwi 2023","5,0","0,0","350 224 384","272 864 216","10 189","0","32","22"
"00:50:41.385, 21 kwi 2023","5,0","0,0","350 224 384","209 009 208","10 189","0","36","26"
"00:50:51.386, 21 kwi 2023","5,0","0,0","350 224 384","285 232 824","10 189","0","36","26"
"00:51:01.388, 21 kwi 2023","4,9","0,0","350 224 384","222 929 336","10 189","0","36","26"
"00:51:11.389, 21 kwi 2023","5,0","0,0","350 224 384","300 724 360","10 189","0","33","23"
"00:51:21.391, 21 kwi 2023","4,9","0,0","350 224 384","239 834 936","10 189","0","32","22"
"00:51:31.393, 21 kwi 2023","5,0","0,0","350 224 384","185 797 744","10 189","0","33","23"
"00:51:41.394, 21 kwi 2023","5,0","0,0","350 224 384","263 441 104","10 189","0","33","23"
"00:51:51.395, 21 kwi 2023","5,0","0,0","350 224 384","200 659 064","10 189","0","33","23"
"00:52:01.395, 21 kwi 2023","5,0","0,0","350 224 384","280 524 848","10 189","0","32","22"
"00:52:11.396, 21 kwi 2023","4,9","0,0","350 224 384","213 304 040","10 189","0","32","22"
"00:52:21.397, 21 kwi 2023","5,1","0,0","350 224 384","284 614 920","10 189","0","32","22"
"00:52:31.398, 21 kwi 2023","5,0","0,0","350 224 384","221 696 424","10 189","0","33","23"
"00:52:41.399, 21 kwi 2023","4,9","0,0","350 224 384","289 355 320","10 189","0","33","23"
"00:52:51.400, 21 kwi 2023","5,0","0,0","350 224 384","230 994 184","10 189","0","34","24"
"00:53:01.401, 21 kwi 2023","4,9","0,0","350 224 384","293 890 232","10 189","0","34","24"
"00:53:11.401, 21 kwi 2023","4,9","0,0","350 224 384","220 939 808","10 189","0","34","24"
"00:53:21.402, 21 kwi 2023","5,0","0,0","350 224 384","172 730 800","10 189","0","34","24"
"00:53:31.404, 21 kwi 2023","5,0","0,0","350 224 384","248 449 952","10 189","0","33","23"
"00:53:41.405, 21 kwi 2023","5,2","0,0","350 224 384","221 080 920","10 189","0","76","66"
"00:53:51.407, 21 kwi 2023","5,0","0,0","350 224 384","201 802 040","10 189","0","76","66"
"00:54:01.408, 21 kwi 2023","5,0","0,0","350 224 384","294 835 704","10 189","0","76","66"
"00:54:11.408, 21 kwi 2023","5,0","0,0","350 224 384","287 054 848","10 189","0","34","24"
"00:54:21.410, 21 kwi 2023","4,9","0,0","350 224 384","253 883 960","10 189","0","34","24"
"00:54:31.411, 21 kwi 2023","5,0","0,0","350 224 384","224 876 120","10 189","0","33","23"
"00:54:41.412, 21 kwi 2023","5,0","0,0","350 224 384","195 128 080","10 189","0","33","23"
"00:54:51.413, 21 kwi 2023","5,0","0,0","350 224 384","283 718 648","10 189","0","35","25"
"00:55:01.413, 21 kwi 2023","5,0","0,0","350 224 384","244 289 688","10 189","0","35","25"
"00:55:11.414, 21 kwi 2023","5,0","0,0","350 224 384","215 014 856","10 189","0","35","25"
"00:55:21.415, 21 kwi 2023","4,9","0,0","350 224 384","183 469 048","10 189","0","32","22"
"00:55:31.416, 21 kwi 2023","5,1","0,0","350 224 384","288 374 680","10 189","0","32","22"
"00:55:41.418, 21 kwi 2023","5,0","0,0","350 224 384","252 837 120","10 189","0","32","22"
"00:55:51.418, 21 kwi 2023","5,0","0,0","350 224 384","221 379 912","10 189","0","32","22"
"00:56:01.419, 21 kwi 2023","5,1","0,0","350 224 384","194 628 984","10 189","0","33","23"
"00:56:11.419, 21 kwi 2023","5,0","0,0","350 224 384","289 377 392","10 189","0","33","23"
"00:56:21.421, 21 kwi 2023","5,0","0,0","350 224 384","266 559 992","10 189","0","33","23"
"00:56:31.423, 21 kwi 2023","5,0","0,0","350 224 384","239 664 416","10 189","0","34","24"
"00:56:41.424, 21 kwi 2023","5,1","0,0","350 224 384","225 455 184","10 189","0","35","25"
"00:56:51.424, 21 kwi 2023","5,1","0,0","350 224 384","219 924 568","10 189","0","35","25"
"00:57:01.425, 21 kwi 2023","5,0","0,0","350 224 384","213 682 552","10 189","0","35","25"
"00:57:11.425, 21 kwi 2023","5,2","0,0","350 224 384","192 871 808","10 189","0","34","24"
"00:57:21.426, 21 kwi 2023","5,0","0,0","350 224 384","301 900 616","10 189","0","32","22"
"00:57:31.426, 21 kwi 2023","5,0","0,0","350 224 384","274 949 064","10 189","0","32","22"
"00:57:41.426, 21 kwi 2023","5,0","0,0","350 224 384","258 048 704","10 189","0","32","22"
"00:57:51.428, 21 kwi 2023","5,0","0,0","350 224 384","234 998 528","10 189","0","32","22"
"00:58:01.430, 21 kwi 2023","5,0","0,0","350 224 384","216 115 176","10 189","0","32","22"
"00:58:11.431, 21 kwi 2023","5,0","0,0","350 224 384","197 505 560","10 189","0","33","23"
"00:58:21.431, 21 kwi 2023","5,0","0,0","350 224 384","296 331 224","10 189","0","33","23"
"00:58:31.432, 21 kwi 2023","4,9","0,0","350 224 384","264 951 448","10 189","0","33","23"
"00:58:41.433, 21 kwi 2023","5,0","0,0","350 224 384","250 555 928","10 189","0","32","22"
"00:58:51.433, 21 kwi 2023","5,0","0,0","350 224 384","235 821 176","10 189","0","32","22"
"00:59:01.434, 21 kwi 2023","5,0","0,0","350 224 384","210 708 808","10 189","0","33","23"
"00:59:11.436, 21 kwi 2023","4,9","0,0","350 224 384","294 957 320","10 189","0","33","23"
"00:59:21.438, 21 kwi 2023","5,0","0,0","350 224 384","272 499 656","10 189","0","34","24"
"00:59:31.439, 21 kwi 2023","5,0","0,0","350 224 384","251 752 672","10 189","0","34","24"
"00:59:41.440, 21 kwi 2023","4,9","0,0","350 224 384","226 768 280","10 189","0","34","24"
"00:59:51.440, 21 kwi 2023","5,0","0,0","350 224 384","218 471 416","10 189","0","33","23"
"01:00:01.441, 21 kwi 2023","5,0","0,0","350 224 384","197 574 256","10 189","0","32","22"
"01:00:11.441, 21 kwi 2023","5,0","0,0","350 224 384","289 967 504","10 189","0","32","22"
"01:00:21.441, 21 kwi 2023","5,0","0,0","350 224 384","270 907 288","10 189","0","32","22"
"01:00:31.442, 21 kwi 2023","5,0","0,0","350 224 384","258 643 448","10 189","0","32","22"
"01:00:41.444, 21 kwi 2023","5,0","0,0","350 224 384","247 994 448","10 189","0","32","22"
"01:00:51.444, 21 kwi 2023","5,0","0,0","350 224 384","220 757 768","10 189","0","32","22"
"01:01:01.445, 21 kwi 2023","5,0","0,0","350 224 384","193 602 744","10 189","0","32","22"
"01:01:11.446, 21 kwi 2023","5,0","0,0","350 224 384","296 448 128","10 189","0","32","22"
"01:01:21.447, 21 kwi 2023","5,0","0,0","350 224 384","275 513 712","10 189","0","32","22"
"01:01:31.447, 21 kwi 2023","5,0","0,0","350 224 384","262 730 104","10 189","0","33","23"
"01:01:41.448, 21 kwi 2023","5,0","0,0","350 224 384","240 254 688","10 189","0","33","23"
"01:01:51.449, 21 kwi 2023","5,1","0,0","350 224 384","227 743 288","10 189","0","33","23"
"01:02:01.449, 21 kwi 2023","5,0","0,0","350 224 384","209 172 280","10 189","0","33","23"
"01:02:11.449, 21 kwi 2023","4,9","0,0","350 224 384","190 200 504","10 189","0","33","23"
"01:02:21.449, 21 kwi 2023","5,1","0,0","350 224 384","295 359 232","10 189","0","33","23"
"01:02:31.450, 21 kwi 2023","4,9","0,0","350 224 384","272 173 584","10 189","0","33","23"
"01:02:41.451, 21 kwi 2023","5,0","0,0","350 224 384","251 271 160","10 189","0","33","23"
"01:02:51.452, 21 kwi 2023","5,0","0,0","350 224 384","238 808 344","10 189","0","32","22"
"01:03:01.452, 21 kwi 2023","5,0","0,0","350 224 384","230 433 280","10 189","0","32","22"
"01:03:11.452, 21 kwi 2023","5,0","0,0","350 224 384","217 932 320","10 189","0","32","22"
"01:03:21.453, 21 kwi 2023","4,9","0,0","350 224 384","197 130 008","10 189","0","33","23"
"01:03:31.454, 21 kwi 2023","4,9","0,0","350 224 384","299 982 152","10 189","0","33","23"
"01:03:41.455, 21 kwi 2023","5,0","0,0","350 224 384","285 238 648","10 189","0","33","23"
"01:03:51.455, 21 kwi 2023","5,1","0,0","350 224 384","274 777 464","10 189","0","33","23"
"01:04:01.456, 21 kwi 2023","5,0","0,0","350 224 384","255 860 136","10 189","0","32","22"
"01:04:11.456, 21 kwi 2023","5,1","0,0","350 224 384","251 713 192","10 189","0","33","23"
"01:04:21.457, 21 kwi 2023","5,0","0,0","350 224 384","256 084 600","10 189","0","33","23"
"01:04:31.459, 21 kwi 2023","5,0","0,0","350 224 384","243 723 584","10 189","0","33","23"
"01:04:41.459, 21 kwi 2023","5,0","0,0","350 224 384","227 273 072","10 189","0","33","23"
"01:04:51.461, 21 kwi 2023","5,1","0,0","350 224 384","223 735 920","10 189","0","44","34"
"01:05:01.462, 21 kwi 2023","5,1","0,0","350 224 384","239 829 048","10 189","0","45","35"
"01:05:11.463, 21 kwi 2023","5,0","0,0","350 224 384","263 263 128","10 189","0","45","35"
"01:05:21.464, 21 kwi 2023","5,0","0,0","350 224 384","286 587 008","10 189","0","45","35"
"01:05:31.464, 21 kwi 2023","4,9","0,0","350 224 384","285 936 120","10 189","0","35","25"
"01:05:41.465, 21 kwi 2023","5,0","0,0","350 224 384","290 677 672","10 189","0","35","25"
"01:05:51.465, 21 kwi 2023","5,0","0,0","350 224 384","290 721 208","10 189","0","35","25"
"01:06:01.466, 21 kwi 2023","5,0","0,0","350 224 384","297 359 512","10 189","0","32","22"
"01:06:11.467, 21 kwi 2023","5,0","0,0","350 224 384","192 930 464","10 189","0","33","23"
"01:06:21.467, 21 kwi 2023","5,0","0,0","350 224 384","207 837 048","10 189","0","33","23"
"01:06:31.469, 21 kwi 2023","5,0","0,0","350 224 384","210 240 056","10 189","0","33","23"
"01:06:41.470, 21 kwi 2023","4,9","0,0","350 224 384","208 167 480","10 189","0","34","24"
"01:06:51.470, 21 kwi 2023","5,0","0,0","350 224 384","205 971 240","10 189","0","34","24"
"01:07:01.470, 21 kwi 2023","5,0","0,0","350 224 384","216 448 120","10 189","0","33","23"
"01:07:11.472, 21 kwi 2023","5,0","0,0","350 224 384","235 425 896","10 189","0","33","23"
"01:07:21.473, 21 kwi 2023","5,0","0,0","350 224 384","243 837 384","10 189","0","33","23"
"01:07:31.473, 21 kwi 2023","5,0","0,0","350 224 384","252 312 808","10 189","0","33","23"
"01:07:41.475, 21 kwi 2023","5,0","0,0","350 224 384","271 077 656","10 189","0","33","23"
"01:07:51.475, 21 kwi 2023","5,0","0,0","350 224 384","275 599 480","10 189","0","34","24"
"01:08:01.476, 21 kwi 2023","4,9","0,0","350 224 384","275 616 832","10 189","0","34","24"
"01:08:11.477, 21 kwi 2023","5,0","0,0","350 224 384","282 018 296","10 189","0","34","24"
"01:08:21.477, 21 kwi 2023","5,0","0,0","350 224 384","281 888 504","10 189","0","33","23"
"01:08:31.478, 21 kwi 2023","4,9","0,0","350 224 384","277 863 544","10 189","0","33","23"
"01:08:41.479, 21 kwi 2023","5,1","0,0","350 224 384","288 489 016","10 189","0","34","24"
"01:08:51.480, 21 kwi 2023","5,0","0,0","350 224 384","292 926 720","10 189","0","34","24"
"01:09:01.481, 21 kwi 2023","5,0","0,0","350 224 384","299 362 272","10 189","0","34","24"
"01:09:11.482, 21 kwi 2023","5,0","0,0","350 224 384","207 259 544","10 189","0","33","23"
"01:09:21.482, 21 kwi 2023","5,0","0,0","350 224 384","205 289 264","10 189","0","33","23"
"01:09:31.483, 21 kwi 2023","4,9","0,0","350 224 384","217 870 488","10 189","0","33","23"
"01:09:41.483, 21 kwi 2023","5,0","0,0","350 224 384","219 851 160","10 189","0","33","23"
"01:09:51.485, 21 kwi 2023","5,0","0,0","350 224 384","232 555 752","10 189","0","33","23"
"01:10:01.485, 21 kwi 2023","5,0","0,0","350 224 384","251 524 424","10 189","0","33","23"
"01:10:11.485, 21 kwi 2023","5,0","0,0","350 224 384","264 069 752","10 189","0","36","26"
"01:10:21.487, 21 kwi 2023","5,0","0,0","350 224 384","282 451 896","10 189","0","39","29"
"01:10:31.488, 21 kwi 2023","5,0","0,0","350 224 384","207 939 416","10 189","0","39","29"
"01:10:41.488, 21 kwi 2023","5,0","0,0","350 224 384","233 349 656","10 189","0","39","29"
"01:10:51.488, 21 kwi 2023","5,0","0,0","350 224 384","265 053 464","10 189","0","35","25"
"01:11:01.488, 21 kwi 2023","5,0","0,0","350 224 384","294 852 488","10 189","0","35","25"
"01:11:11.490, 21 kwi 2023","5,0","0,0","350 224 384","215 177 688","10 189","0","35","25"
"01:11:21.491, 21 kwi 2023","5,0","0,0","350 224 384","242 439 936","10 189","0","33","23"
"01:11:31.491, 21 kwi 2023","5,0","0,0","350 224 384","257 203 576","10 189","0","33","23"
"01:11:41.493, 21 kwi 2023","5,0","0,0","350 224 384","284 370 904","10 189","0","34","24"
"01:11:51.494, 21 kwi 2023","5,0","0,0","350 224 384","299 369 936","10 189","0","34","24"
"01:12:01.495, 21 kwi 2023","5,0","0,0","350 224 384","218 089 848","10 189","0","34","24"
"01:12:11.495, 21 kwi 2023","5,0","0,0","350 224 384","238 999 640","10 189","0","33","23"
"01:12:21.496, 21 kwi 2023","4,9","0,0","350 224 384","255 922 696","10 189","0","33","23"
"01:12:31.497, 21 kwi 2023","5,0","0,0","350 224 384","276 979 960","10 189","0","33","23"
"01:12:41.498, 21 kwi 2023","5,1","0,0","350 224 384","211 916 248","10 189","0","33","23"
"01:12:51.498, 21 kwi 2023","4,9","0,0","350 224 384","239 028 136","10 189","0","33","23"
"01:13:01.499, 21 kwi 2023","4,9","0,0","350 224 384","264 841 904","10 189","0","34","24"
"01:13:11.500, 21 kwi 2023","5,0","0,0","350 224 384","292 288 928","10 189","0","34","24"
"01:13:21.500, 21 kwi 2023","5,1","0,0","350 224 384","221 003 080","10 189","0","34","24"
"01:13:31.500, 21 kwi 2023","5,0","0,0","350 224 384","250 279 288","10 189","0","33","23"
"01:13:41.501, 21 kwi 2023","5,0","0,0","350 224 384","280 034 136","10 189","0","33","23"
"01:13:51.501, 21 kwi 2023","5,0","0,0","350 224 384","202 298 016","10 189","0","33","23"
"01:14:01.502, 21 kwi 2023","5,0","0,0","350 224 384","233 814 968","10 189","0","33","23"
"01:14:11.503, 21 kwi 2023","4,9","0,0","350 224 384","265 363 840","10 189","0","33","23"
"01:14:21.504, 21 kwi 2023","5,0","0,0","350 224 384","288 702 584","10 189","0","33","23"
"01:14:31.505, 21 kwi 2023","5,0","0,0","350 224 384","213 264 232","10 189","0","33","23"
"01:14:41.505, 21 kwi 2023","4,9","0,0","350 224 384","227 905 640","10 189","0","33","23"
"01:14:51.506, 21 kwi 2023","5,0","0,0","350 224 384","257 879 024","10 189","0","35","25"
"01:15:01.507, 21 kwi 2023","5,0","0,0","350 224 384","295 713 752","10 189","0","35","25"
"01:15:11.507, 21 kwi 2023","5,0","0,0","350 224 384","216 255 224","10 189","0","35","25"
"01:15:21.509, 21 kwi 2023","4,9","0,0","350 224 384","235 071 992","10 189","0","33","23"
"01:15:31.509, 21 kwi 2023","5,1","0,0","350 224 384","265 218 040","10 189","0","37","27"
"01:15:41.510, 21 kwi 2023","5,0","0,0","350 224 384","205 060 256","10 189","0","37","27"
"01:15:51.511, 21 kwi 2023","5,0","0,0","350 224 384","264 092 600","10 189","0","37","27"
"01:16:01.512, 21 kwi 2023","5,2","0,0","350 224 384","236 852 560","10 189","0","52","42"
"01:16:11.512, 21 kwi 2023","5,0","0,0","350 224 384","294 347 592","10 189","0","52","42"
"01:16:21.513, 21 kwi 2023","5,0","0,0","350 224 384","261 398 104","10 189","0","51","41"
"01:16:31.513, 21 kwi 2023","5,1","0,0","350 224 384","221 747 992","10 189","0","34","24"
"01:16:41.513, 21 kwi 2023","5,0","0,0","350 224 384","272 072 824","10 189","0","32","22"
"01:16:51.514, 21 kwi 2023","4,9","0,0","350 224 384","217 553 560","10 189","0","32","22"
"01:17:01.514, 21 kwi 2023","5,0","0,0","350 224 384","268 330 328","10 189","0","32","22"
"01:17:11.516, 21 kwi 2023","5,0","0,0","350 224 384","237 050 792","10 189","0","34","24"
"01:17:21.516, 21 kwi 2023","5,1","0,0","350 224 384","292 454 592","10 189","0","34","24"
"01:17:31.518, 21 kwi 2023","5,0","0,0","350 224 384","274 093 728","10 189","0","34","24"
"01:17:41.518, 21 kwi 2023","5,0","0,0","350 224 384","243 103 224","10 189","0","34","24"
"01:17:51.518, 21 kwi 2023","5,0","0,0","350 224 384","297 520 008","10 189","0","34","24"
"01:18:01.519, 21 kwi 2023","4,9","0,0","350 224 384","260 151 832","10 189","0","34","24"
"01:18:11.520, 21 kwi 2023","5,0","0,0","350 224 384","237 289 728","10 189","0","34","24"
"01:18:21.520, 21 kwi 2023","5,0","0,0","350 224 384","300 641 776","10 189","0","35","25"
"01:18:31.521, 21 kwi 2023","5,0","0,0","350 224 384","275 832 728","10 189","0","35","25"
"01:18:41.521, 21 kwi 2023","5,0","0,0","350 224 384","249 007 224","10 189","0","35","25"
"01:18:51.522, 21 kwi 2023","5,0","0,0","350 224 384","213 501 880","10 189","0","33","23"
"01:19:01.523, 21 kwi 2023","5,0","0,0","350 224 384","285 009 544","10 189","0","33","23"
"01:19:11.525, 21 kwi 2023","5,0","0,0","350 224 384","270 606 808","10 189","0","33","23"
"01:19:21.525, 21 kwi 2023","4,9","0,0","350 224 384","239 435 416","10 189","0","33","23"
"01:19:31.525, 21 kwi 2023","5,0","0,0","350 224 384","224 952 688","10 189","0","33","23"
"01:19:41.527, 21 kwi 2023","5,0","0,0","350 224 384","302 855 096","10 189","0","33","23"
"01:19:51.527, 21 kwi 2023","5,0","0,0","350 224 384","282 098 120","10 189","0","33","23"
