"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Total loaded","Shared loaded","Live","Daemon"
"03:40:22.223, 21 kwi 2023","5,0","0,0","524 288 000","272 963 448","10 110","0","34","24"
"03:40:32.223, 21 kwi 2023","5,1","0,0","524 288 000","388 331 432","10 110","0","75","65"
"03:40:42.225, 21 kwi 2023","5,0","0,0","524 288 000","286 182 080","10 110","0","75","65"
"03:40:52.227, 21 kwi 2023","5,0","0,0","524 288 000","408 119 304","10 110","0","75","65"
"03:41:02.228, 21 kwi 2023","5,0","0,0","524 288 000","328 801 272","10 110","0","41","31"
"03:41:12.228, 21 kwi 2023","5,0","0,0","524 288 000","244 918 760","10 110","0","34","24"
"03:41:22.229, 21 kwi 2023","4,9","0,0","524 288 000","358 542 880","10 110","0","33","23"
"03:41:32.229, 21 kwi 2023","4,9","0,0","524 288 000","244 703 320","10 110","0","33","23"
"03:41:42.229, 21 kwi 2023","4,9","0,0","524 288 000","360 267 712","10 110","0","33","23"
"03:41:52.230, 21 kwi 2023","4,9","0,0","524 288 000","242 782 200","10 110","0","33","23"
"03:42:02.230, 21 kwi 2023","4,9","0,0","524 288 000","349 962 608","10 110","0","33","23"
"03:42:12.232, 21 kwi 2023","5,0","0,0","524 288 000","246 921 608","10 110","0","33","23"
"03:42:22.232, 21 kwi 2023","5,0","0,0","524 288 000","358 713 928","10 110","0","34","24"
"03:42:32.233, 21 kwi 2023","4,9","0,0","524 288 000","235 052 968","10 110","0","34","24"
"03:42:42.233, 21 kwi 2023","5,0","0,0","524 288 000","348 400 528","10 110","0","34","24"
"03:42:52.233, 21 kwi 2023","4,9","0,0","524 288 000","453 186 552","10 110","0","34","24"
"03:43:02.235, 21 kwi 2023","4,9","0,0","524 288 000","344 343 576","10 110","0","33","23"
"03:43:12.237, 21 kwi 2023","4,9","0,0","524 288 000","444 849 736","10 110","0","33","23"
"03:43:22.238, 21 kwi 2023","4,9","0,0","524 288 000","318 871 848","10 110","0","33","23"
"03:43:32.238, 21 kwi 2023","5,0","0,0","524 288 000","440 493 736","10 110","0","34","24"
"03:43:42.240, 21 kwi 2023","4,9","0,0","524 288 000","321 210 392","10 110","0","34","24"
"03:43:52.242, 21 kwi 2023","4,9","0,0","524 288 000","432 383 208","10 110","0","34","24"
"03:44:02.242, 21 kwi 2023","5,0","0,0","524 288 000","308 718 984","10 110","0","34","24"
"03:44:12.242, 21 kwi 2023","4,9","0,0","524 288 000","403 181 176","10 110","0","33","23"
"03:44:22.242, 21 kwi 2023","5,0","0,0","524 288 000","289 692 560","10 110","0","33","23"
"03:44:32.244, 21 kwi 2023","5,0","0,0","524 288 000","415 390 456","10 110","0","33","23"
"03:44:42.244, 21 kwi 2023","5,0","0,0","524 288 000","308 708 968","10 110","0","34","24"
"03:44:52.246, 21 kwi 2023","4,9","0,0","524 288 000","417 716 792","10 110","0","34","24"
"03:45:02.248, 21 kwi 2023","4,9","0,0","524 288 000","296 193 080","10 110","0","34","24"
"03:45:12.250, 21 kwi 2023","4,9","0,0","524 288 000","409 445 640","10 110","0","33","23"
"03:45:22.250, 21 kwi 2023","5,0","0,0","524 288 000","298 566 184","10 110","0","34","24"
"03:45:32.252, 21 kwi 2023","5,0","0,0","524 288 000","416 061 120","10 110","0","34","24"
"03:45:42.253, 21 kwi 2023","5,0","0,0","524 288 000","304 999 208","10 110","0","34","24"
"03:45:52.253, 21 kwi 2023","4,9","0,0","524 288 000","420 274 976","10 110","0","33","23"
"03:46:02.255, 21 kwi 2023","5,1","0,0","524 288 000","313 149 784","10 110","0","33","23"
"03:46:12.256, 21 kwi 2023","4,9","0,0","524 288 000","424 305 864","10 110","0","33","23"
"03:46:22.258, 21 kwi 2023","5,0","0,0","524 288 000","308 030 472","10 110","0","37","27"
"03:46:32.258, 21 kwi 2023","5,0","0,0","524 288 000","425 759 064","10 110","0","37","27"
"03:46:42.259, 21 kwi 2023","5,0","0,0","524 288 000","323 480 056","10 110","0","37","27"
"03:46:52.259, 21 kwi 2023","4,9","0,0","524 288 000","428 250 784","10 110","0","33","23"
"03:47:02.260, 21 kwi 2023","5,0","0,0","524 288 000","322 722 144","10 110","0","33","23"
"03:47:12.261, 21 kwi 2023","4,9","0,0","524 288 000","440 376 776","10 110","0","33","23"
"03:47:22.261, 21 kwi 2023","4,9","0,0","524 288 000","329 457 960","10 110","0","33","23"
"03:47:32.261, 21 kwi 2023","4,9","0,0","524 288 000","444 837 816","10 110","0","34","24"
"03:47:42.262, 21 kwi 2023","5,0","0,0","524 288 000","338 051 248","10 110","0","34","24"
"03:47:52.263, 21 kwi 2023","5,0","0,0","524 288 000","239 152 376","10 110","0","34","24"
"03:48:02.264, 21 kwi 2023","5,0","0,0","524 288 000","346 465 152","10 110","0","33","23"
"03:48:12.264, 21 kwi 2023","4,9","0,0","524 288 000","457 475 496","10 110","0","33","23"
"03:48:22.264, 21 kwi 2023","4,9","0,0","524 288 000","335 985 288","10 110","0","34","24"
"03:48:32.264, 21 kwi 2023","5,0","0,0","524 288 000","447 597 768","10 110","0","34","24"
"03:48:42.265, 21 kwi 2023","5,0","0,0","524 288 000","340 784 160","10 110","0","35","25"
"03:48:52.265, 21 kwi 2023","5,0","0,0","524 288 000","448 386 360","10 110","0","38","28"
"03:49:02.265, 21 kwi 2023","4,9","0,0","524 288 000","337 444 104","10 110","0","38","28"
"03:49:12.267, 21 kwi 2023","5,0","0,0","524 288 000","455 363 296","10 110","0","38","28"
"03:49:22.268, 21 kwi 2023","5,0","0,0","524 288 000","352 654 448","10 110","0","35","25"
"03:49:32.270, 21 kwi 2023","5,0","0,0","524 288 000","239 368 904","10 110","0","35","25"
"03:49:42.271, 21 kwi 2023","4,9","0,0","524 288 000","358 796 840","10 110","0","33","23"
"03:49:52.273, 21 kwi 2023","5,0","0,0","524 288 000","251 843 960","10 110","0","34","24"
"03:50:02.274, 21 kwi 2023","4,9","0,0","524 288 000","369 241 720","10 110","0","34","24"
"03:50:12.276, 21 kwi 2023","5,0","0,0","524 288 000","270 770 536","10 110","0","34","24"
"03:50:22.277, 21 kwi 2023","4,9","0,0","524 288 000","381 913 000","10 110","0","33","23"
"03:50:32.278, 21 kwi 2023","4,9","0,0","524 288 000","279 395 184","10 110","0","33","23"
"03:50:42.279, 21 kwi 2023","5,0","0,0","524 288 000","396 735 976","10 110","0","34","24"
"03:50:52.279, 21 kwi 2023","5,0","0,0","524 288 000","288 030 808","10 110","0","34","24"
"03:51:02.279, 21 kwi 2023","4,9","0,0","524 288 000","399 305 976","10 110","0","34","24"
"03:51:12.280, 21 kwi 2023","5,0","0,0","524 288 000","292 517 080","10 110","0","34","24"
"03:51:22.280, 21 kwi 2023","5,1","0,0","524 288 000","401 821 208","10 110","0","36","26"
"03:51:32.282, 21 kwi 2023","5,0","0,0","524 288 000","311 989 632","10 110","0","36","26"
"03:51:42.283, 21 kwi 2023","5,0","0,0","524 288 000","431 652 376","10 110","0","36","26"
"03:51:52.283, 21 kwi 2023","5,1","0,0","524 288 000","355 855 984","10 110","0","77","67"
"03:52:02.284, 21 kwi 2023","5,1","0,0","524 288 000","297 661 832","10 110","0","77","67"
"03:52:12.286, 21 kwi 2023","4,9","0,0","524 288 000","429 839 896","10 110","0","77","67"
"03:52:22.286, 21 kwi 2023","5,0","0,0","524 288 000","372 436 224","10 110","0","38","28"
"03:52:32.287, 21 kwi 2023","5,0","0,0","524 288 000","298 046 712","10 110","0","34","24"
"03:52:42.289, 21 kwi 2023","5,0","0,0","524 288 000","433 270 456","10 110","0","34","24"
"03:52:52.290, 21 kwi 2023","5,0","0,0","524 288 000","341 085 760","10 110","0","33","23"
"03:53:02.290, 21 kwi 2023","4,9","0,0","524 288 000","253 002 344","10 110","0","33","23"
"03:53:12.291, 21 kwi 2023","4,9","0,0","524 288 000","376 651 744","10 110","0","33","23"
"03:53:22.291, 21 kwi 2023","4,9","0,0","524 288 000","270 105 416","10 110","0","34","24"
"03:53:32.293, 21 kwi 2023","5,0","0,0","524 288 000","400 292 648","10 110","0","35","25"
"03:53:42.293, 21 kwi 2023","4,9","0,0","524 288 000","306 149 360","10 110","0","35","25"
"03:53:52.294, 21 kwi 2023","4,9","0,0","524 288 000","425 730 928","10 110","0","35","25"
"03:54:02.294, 21 kwi 2023","5,0","0,0","524 288 000","329 210 152","10 110","0","34","24"
"03:54:12.296, 21 kwi 2023","4,9","0,0","524 288 000","450 839 648","10 110","0","34","24"
"03:54:22.297, 21 kwi 2023","5,0","0,0","524 288 000","360 825 440","10 110","0","38","28"
"03:54:32.297, 21 kwi 2023","4,9","0,0","524 288 000","265 158 032","10 110","0","38","28"
"03:54:42.299, 21 kwi 2023","5,0","0,0","524 288 000","403 705 992","10 110","0","39","29"
"03:54:52.299, 21 kwi 2023","5,0","0,0","524 288 000","314 527 824","10 110","0","39","29"
"03:55:02.299, 21 kwi 2023","5,0","0,0","524 288 000","450 878 432","10 110","0","39","29"
"03:55:12.300, 21 kwi 2023","4,9","0,0","524 288 000","352 599 984","10 110","0","34","24"
"03:55:22.301, 21 kwi 2023","5,0","0,0","524 288 000","270 288 232","10 110","0","34","24"
"03:55:32.301, 21 kwi 2023","5,0","0,0","524 288 000","398 127 864","10 110","0","33","23"
"03:55:42.302, 21 kwi 2023","5,0","0,0","524 288 000","320 491 992","10 110","0","33","23"
"03:55:52.302, 21 kwi 2023","5,0","0,0","524 288 000","435 940 648","10 110","0","34","24"
"03:56:02.303, 21 kwi 2023","5,0","0,0","524 288 000","356 646 264","10 110","0","34","24"
"03:56:12.303, 21 kwi 2023","4,9","0,0","524 288 000","262 245 144","10 110","0","34","24"
"03:56:22.304, 21 kwi 2023","4,9","0,0","524 288 000","377 414 216","10 110","0","33","23"
"03:56:32.305, 21 kwi 2023","5,0","0,0","524 288 000","284 026 680","10 110","0","38","28"
"03:56:42.307, 21 kwi 2023","5,0","0,0","524 288 000","412 277 112","10 110","0","38","28"
"03:56:52.308, 21 kwi 2023","5,0","0,0","524 288 000","333 752 440","10 110","0","38","28"
"03:57:02.309, 21 kwi 2023","5,0","0,0","524 288 000","265 098 176","10 110","0","34","24"
"03:57:12.310, 21 kwi 2023","4,9","0,0","524 288 000","382 415 544","10 110","0","34","24"
"03:57:22.312, 21 kwi 2023","5,0","0,0","524 288 000","317 776 256","10 110","0","36","26"
"03:57:32.313, 21 kwi 2023","5,0","0,0","524 288 000","452 301 552","10 110","0","36","26"
"03:57:42.315, 21 kwi 2023","5,0","0,0","524 288 000","379 000 568","10 110","0","36","26"
"03:57:52.317, 21 kwi 2023","5,0","0,0","524 288 000","301 445 832","10 110","0","35","25"
"03:58:02.318, 21 kwi 2023","4,9","0,0","524 288 000","429 332 576","10 110","0","35","25"
"03:58:12.321, 21 kwi 2023","5,0","0,0","524 288 000","357 975 288","10 110","0","35","25"
"03:58:22.321, 21 kwi 2023","4,9","0,0","524 288 000","278 096 120","10 110","0","34","24"
"03:58:32.321, 21 kwi 2023","4,9","0,0","524 288 000","399 548 664","10 110","0","34","24"
"03:58:42.322, 21 kwi 2023","4,9","0,0","524 288 000","317 887 136","10 110","0","33","23"
"03:58:52.323, 21 kwi 2023","5,0","0,0","524 288 000","449 971 640","10 110","0","33","23"
"03:59:02.324, 21 kwi 2023","5,0","0,0","524 288 000","372 589 112","10 110","0","33","23"
"03:59:12.324, 21 kwi 2023","5,0","0,0","524 288 000","290 733 848","10 110","0","34","24"
"03:59:22.324, 21 kwi 2023","4,9","0,0","524 288 000","408 466 936","10 110","0","34","24"
"03:59:32.325, 21 kwi 2023","4,9","0,0","524 288 000","326 475 896","10 110","0","34","24"
"03:59:42.326, 21 kwi 2023","5,0","0,0","524 288 000","456 480 760","10 110","0","33","23"
"03:59:52.328, 21 kwi 2023","5,0","0,0","524 288 000","376 727 480","10 110","0","33","23"
"04:00:02.329, 21 kwi 2023","5,1","0,0","524 288 000","301 814 328","10 110","0","35","25"
"04:00:12.329, 21 kwi 2023","4,9","0,0","524 288 000","417 341 808","10 110","0","38","28"
"04:00:22.331, 21 kwi 2023","5,0","0,0","524 288 000","336 425 640","10 110","0","38","28"
"04:00:32.331, 21 kwi 2023","5,0","0,0","524 288 000","261 107 416","10 110","0","38","28"
"04:00:42.332, 21 kwi 2023","5,0","0,0","524 288 000","391 043 720","10 110","0","33","23"
"04:00:52.332, 21 kwi 2023","5,0","0,0","524 288 000","315 221 392","10 110","0","33","23"
"04:01:02.333, 21 kwi 2023","5,0","0,0","524 288 000","449 523 640","10 110","0","33","23"
"04:01:12.334, 21 kwi 2023","4,9","0,0","524 288 000","369 848 984","10 110","0","33","23"
"04:01:22.334, 21 kwi 2023","5,0","0,0","524 288 000","302 687 664","10 110","0","33","23"
"04:01:32.335, 21 kwi 2023","4,9","0,0","524 288 000","439 030 568","10 110","0","33","23"
"04:01:42.335, 21 kwi 2023","5,0","0,0","524 288 000","363 531 512","10 110","0","33","23"
"04:01:52.335, 21 kwi 2023","5,1","0,0","524 288 000","298 691 960","10 110","0","34","24"
"04:02:02.336, 21 kwi 2023","4,9","0,0","524 288 000","411 941 112","10 110","0","34","24"
"04:02:12.337, 21 kwi 2023","5,0","0,0","524 288 000","336 648 720","10 110","0","34","24"
"04:02:22.337, 21 kwi 2023","5,0","0,0","524 288 000","263 478 720","10 110","0","33","23"
"04:02:32.337, 21 kwi 2023","4,9","0,0","524 288 000","385 264 408","10 110","0","33","23"
"04:02:42.339, 21 kwi 2023","5,0","0,0","524 288 000","307 683 704","10 110","0","33","23"
"04:02:52.339, 21 kwi 2023","4,9","0,0","524 288 000","427 416 728","10 110","0","33","23"
"04:03:02.339, 21 kwi 2023","5,1","0,0","524 288 000","351 814 584","10 110","0","34","24"
"04:03:12.341, 21 kwi 2023","5,0","0,0","524 288 000","284 165 176","10 110","0","47","37"
"04:03:22.341, 21 kwi 2023","4,9","0,0","524 288 000","423 702 392","10 110","0","47","37"
"04:03:32.342, 21 kwi 2023","5,0","0,0","524 288 000","355 134 416","10 110","0","47","37"
"04:03:42.342, 21 kwi 2023","4,9","0,0","524 288 000","295 875 064","10 110","0","33","23"
"04:03:52.343, 21 kwi 2023","5,0","0,0","524 288 000","433 549 360","10 110","0","34","24"
"04:04:02.343, 21 kwi 2023","5,0","0,0","524 288 000","370 598 424","10 110","0","34","24"
"04:04:12.344, 21 kwi 2023","5,0","0,0","524 288 000","311 893 880","10 110","0","34","24"
"04:04:22.345, 21 kwi 2023","5,0","0,0","524 288 000","441 999 208","10 110","0","34","24"
"04:04:32.345, 21 kwi 2023","5,0","0,0","524 288 000","385 478 088","10 110","0","33","23"
"04:04:42.346, 21 kwi 2023","4,9","0,0","524 288 000","311 925 272","10 110","0","33","23"
"04:04:52.346, 21 kwi 2023","5,0","0,0","524 288 000","448 320 488","10 110","0","34","24"
"04:05:02.347, 21 kwi 2023","5,0","0,0","524 288 000","375 147 000","10 110","0","34","24"
"04:05:12.347, 21 kwi 2023","5,0","0,0","524 288 000","306 278 008","10 110","0","34","24"
"04:05:22.348, 21 kwi 2023","4,9","0,0","524 288 000","444 719 608","10 110","0","33","23"
"04:05:32.348, 21 kwi 2023","4,9","0,0","524 288 000","369 211 496","10 110","0","33","23"
"04:05:42.349, 21 kwi 2023","4,9","0,0","524 288 000","285 354 776","10 110","0","33","23"
"04:05:52.351, 21 kwi 2023","4,9","0,0","524 288 000","415 408 664","10 110","0","34","24"
"04:06:02.352, 21 kwi 2023","5,1","0,0","524 288 000","346 578 424","10 110","0","34","24"
"04:06:12.352, 21 kwi 2023","5,0","0,0","524 288 000","267 172 792","10 110","0","34","24"
"04:06:22.353, 21 kwi 2023","4,9","0,0","524 288 000","393 017 664","10 110","0","34","24"
"04:06:32.353, 21 kwi 2023","4,9","0,0","524 288 000","315 397 296","10 110","0","33","23"
"04:06:42.353, 21 kwi 2023","4,9","0,0","524 288 000","437 207 816","10 110","0","33","23"
"04:06:52.355, 21 kwi 2023","5,0","0,0","524 288 000","372 059 328","10 110","0","33","23"
"04:07:02.355, 21 kwi 2023","5,0","0,0","524 288 000","303 186 504","10 110","0","34","24"
"04:07:12.355, 21 kwi 2023","5,0","0,0","524 288 000","443 838 968","10 110","0","34","24"
"04:07:22.356, 21 kwi 2023","5,0","0,0","524 288 000","389 558 216","10 110","0","34","24"
"04:07:32.357, 21 kwi 2023","5,0","0,0","524 288 000","330 941 704","10 110","0","33","23"
"04:07:42.358, 21 kwi 2023","4,9","0,0","524 288 000","261 863 904","10 110","0","33","23"
"04:07:52.358, 21 kwi 2023","4,9","0,0","524 288 000","394 002 728","10 110","0","34","24"
"04:08:02.359, 21 kwi 2023","5,0","0,0","524 288 000","329 278 968","10 110","0","34","24"
"04:08:12.360, 21 kwi 2023","5,0","0,0","524 288 000","257 806 064","10 110","0","34","24"
"04:08:22.360, 21 kwi 2023","5,0","0,0","524 288 000","400 348 600","10 110","0","34","24"
"04:08:32.360, 21 kwi 2023","4,9","0,0","524 288 000","327 263 560","10 110","0","35","25"
"04:08:42.362, 21 kwi 2023","5,0","0,0","524 288 000","279 153 480","10 110","0","35","25"
"04:08:52.362, 21 kwi 2023","4,9","0,0","524 288 000","413 217 336","10 110","0","35","25"
"04:09:02.364, 21 kwi 2023","4,9","0,0","524 288 000","341 913 560","10 110","0","34","24"
"04:09:12.366, 21 kwi 2023","5,0","0,0","524 288 000","275 122 680","10 110","0","35","25"
"04:09:22.368, 21 kwi 2023","5,0","0,0","524 288 000","422 075 264","10 110","0","35","25"
"04:09:32.368, 21 kwi 2023","4,9","0,0","524 288 000","348 716 536","10 110","0","35","25"
"04:09:42.369, 21 kwi 2023","4,9","0,0","524 288 000","277 626 024","10 110","0","34","24"
"04:09:52.371, 21 kwi 2023","4,9","0,0","524 288 000","424 332 408","10 110","0","33","23"
"04:10:02.372, 21 kwi 2023","4,9","0,0","524 288 000","357 403 128","10 110","0","34","24"
"04:10:12.373, 21 kwi 2023","4,9","0,0","524 288 000","294 816 120","10 110","0","34","24"
"04:10:22.373, 21 kwi 2023","5,1","0,0","524 288 000","453 805 560","10 110","0","34","24"
"04:10:32.373, 21 kwi 2023","4,9","0,0","524 288 000","384 951 936","10 110","0","34","24"
"04:10:42.373, 21 kwi 2023","5,0","0,0","524 288 000","321 951 848","10 110","0","34","24"
"04:10:52.374, 21 kwi 2023","4,9","0,0","524 288 000","449 884 904","10 110","0","34","24"
"04:11:02.374, 21 kwi 2023","5,1","0,0","524 288 000","397 367 688","10 110","0","34","24"
"04:11:12.374, 21 kwi 2023","5,0","0,0","524 288 000","339 637 632","10 110","0","38","28"
"04:11:22.376, 21 kwi 2023","5,0","0,0","524 288 000","285 462 064","10 110","0","38","28"
"04:11:32.377, 21 kwi 2023","4,9","0,0","524 288 000","425 921 448","10 110","0","38","28"
"04:11:42.377, 21 kwi 2023","5,0","0,0","524 288 000","376 009 592","10 110","0","34","24"
"04:11:52.378, 21 kwi 2023","4,9","0,0","524 288 000","318 548 824","10 110","0","34","24"
"04:12:02.378, 21 kwi 2023","5,0","0,0","524 288 000","446 389 328","10 110","0","33","23"
"04:12:12.378, 21 kwi 2023","5,0","0,0","524 288 000","393 757 560","10 110","0","33","23"
"04:12:22.380, 21 kwi 2023","5,0","0,0","524 288 000","326 559 864","10 110","0","33","23"
"04:12:32.380, 21 kwi 2023","5,0","0,0","524 288 000","263 629 176","10 110","0","33","23"
"04:12:42.381, 21 kwi 2023","4,9","0,0","524 288 000","398 172 216","10 110","0","34","24"
"04:12:52.381, 21 kwi 2023","5,0","0,0","524 288 000","343 849 144","10 110","0","34","24"
"04:13:02.382, 21 kwi 2023","5,0","0,0","524 288 000","285 431 456","10 110","0","34","24"
"04:13:12.384, 21 kwi 2023","4,9","0,0","524 288 000","411 246 488","10 110","0","34","24"
"04:13:22.384, 21 kwi 2023","5,0","0,0","524 288 000","346 156 040","10 110","0","34","24"
"04:13:32.384, 21 kwi 2023","5,0","0,0","524 288 000","285 577 464","10 110","0","34","24"
"04:13:42.385, 21 kwi 2023","4,9","0,0","524 288 000","421 871 864","10 110","0","34","24"
"04:13:52.385, 21 kwi 2023","5,0","0,0","524 288 000","354 775 064","10 110","0","33","23"
"04:14:02.386, 21 kwi 2023","5,1","0,0","524 288 000","298 069 424","10 110","0","52","42"
"04:14:12.386, 21 kwi 2023","5,0","0,0","524 288 000","445 394 808","10 110","0","52","42"
"04:14:22.387, 21 kwi 2023","5,0","0,0","524 288 000","409 473 912","10 110","0","52","42"
"04:14:32.388, 21 kwi 2023","5,0","0,0","524 288 000","374 547 072","10 110","0","44","34"
"04:14:42.390, 21 kwi 2023","5,0","0,0","524 288 000","352 940 856","10 110","0","34","24"
